Nom du jeu,Code emission,N° livret,N° du colis,Date de réception,Date d'activation,Date statut vendu,Date relevé d'opération,N° relevé d'opération
MAXI MOTS CROISÉS,67301,2932311,800186299,2022-01-12 00:00:00,2022-01-24 00:00:00,2022-01-27 00:00:00,,
MEGA GOAL,69901,1367694,703107173,2021-10-22 00:00:00,2022-01-24 00:00:00,2022-02-11 00:00:00,,
MEGA MOTS CROISÉS,67401,2597451,703390983,2021-12-29 00:00:00,2022-01-24 00:00:00,2022-01-27 00:00:00,,
PACTOLE,63903,2224225,703210056,2021-11-19 00:00:00,2022-01-24 00:00:00,2022-02-06 00:00:00,,
QUITTE OU DOUBLE,66501,1618485,703107173,2021-10-22 00:00:00,2022-01-24 00:00:00,2022-02-22 00:00:00,,
SOLITAIRE,67202,1510309,703344873,2021-12-17 00:00:00,2022-01-24 00:00:00,2022-02-08 00:00:00,,
SUPER 10 OU 200,66802,5727221,800186299,2022-01-12 00:00:00,2022-01-24 00:00:00,2022-01-25 00:00:00,,
SUPER 10 OU 200,66802,5727222,800186299,2022-01-12 00:00:00,2022-01-24 00:00:00,2022-01-27 00:00:00,,
TOUS AVEC L'EQUIPE DE FRANCE,69301,235434,703154939,2021-11-05 00:00:00,2022-01-24 00:00:00,2022-02-05 00:00:00,,
X20,63705,4762872,800186299,2022-01-12 00:00:00,2022-01-24 00:00:00,2022-01-25 00:00:00,,
X20,63705,4762873,800186299,2022-01-12 00:00:00,2022-01-24 00:00:00,2022-01-27 00:00:00,,
A PRENDRE OU A LAISSER,70301,1168202,800115430,2021-11-19 00:00:00,2022-01-23 00:00:00,2022-01-28 00:00:00,,
CASH,64806,2869201,703390984,2021-12-29 00:00:00,2022-01-23 00:00:00,2022-01-25 00:00:00,,
MAXI MOTS CROISÉS,67301,2742394,703390984,2021-12-29 00:00:00,2022-01-23 00:00:00,2022-01-25 00:00:00,,
SUPER 10 OU 200,66802,5727220,800186299,2022-01-12 00:00:00,2022-01-23 00:00:00,2022-01-25 00:00:00,,
CASH,64806,2869200,703390984,2021-12-29 00:00:00,2022-01-22 00:00:00,2022-01-23 00:00:00,,
Coup Double,88801,1544726,703443864,2022-01-12 00:00:00,2022-01-22 00:00:00,2022-01-27 00:00:00,,
MILLIONNAIRE,67101,4563345,703210056,2021-11-19 00:00:00,2022-01-22 00:00:00,2022-01-23 00:00:00,,
SUPER 10 OU 200,66802,5727218,800186299,2022-01-12 00:00:00,2022-01-22 00:00:00,2022-01-23 00:00:00,,
SUPER 10 OU 200,66802,5727219,800186299,2022-01-12 00:00:00,2022-01-22 00:00:00,2022-01-24 00:00:00,,
X20,63705,3338798,703390984,2021-12-29 00:00:00,2022-01-22 00:00:00,2022-01-24 00:00:00,,
CASH,64806,2869192,703390984,2021-12-29 00:00:00,2022-01-21 00:00:00,2022-01-23 00:00:00,,
JACKPOT,65902,4378759,703443864,2022-01-12 00:00:00,2022-01-21 00:00:00,2022-01-23 00:00:00,,
MAXI MOTS CROISÉS,67301,2742384,703390984,2021-12-29 00:00:00,2022-01-21 00:00:00,2022-01-24 00:00:00,,
SUPER 10 OU 200,66802,3306722,703390983,2021-12-29 00:00:00,2022-01-21 00:00:00,2022-01-22 00:00:00,,
X20,63705,3338796,703390984,2021-12-29 00:00:00,2022-01-21 00:00:00,2022-01-23 00:00:00,,
CASH,64806,2869191,703390984,2021-12-29 00:00:00,2022-01-20 00:00:00,2022-01-22 00:00:00,,
JACKPOT,65902,4378758,703443864,2022-01-12 00:00:00,2022-01-20 00:00:00,2022-01-22 00:00:00,,
MAXI MOTS CROISÉS,67301,2741499,703390983,2021-12-29 00:00:00,2022-01-20 00:00:00,2022-01-22 00:00:00,,
MOTS CROISÉS,67501,2582790,703390985,2021-12-29 00:00:00,2022-01-20 00:00:00,2022-01-25 00:00:00,,
SUPER 10 OU 200,66802,3306701,703390983,2021-12-29 00:00:00,2022-01-20 00:00:00,2022-01-21 00:00:00,,
SUPER 10 OU 200,66802,3306721,703390983,2021-12-29 00:00:00,2022-01-20 00:00:00,2022-01-21 00:00:00,,
X20,63705,3338797,703390984,2021-12-29 00:00:00,2022-01-20 00:00:00,2022-01-22 00:00:00,,
BARAKA,14101,314165,703390983,2021-12-29 00:00:00,2022-01-19 00:00:00,2022-01-22 00:00:00,,
BLACK JACK,64705,149842,703154938,2021-11-05 00:00:00,2022-01-19 00:00:00,2022-02-07 00:00:00,,
CASH,64806,2868182,703390984,2021-12-29 00:00:00,2022-01-19 00:00:00,2022-01-21 00:00:00,,
MAXI MOTS CROISÉS,67301,2741490,703390983,2021-12-29 00:00:00,2022-01-19 00:00:00,2022-01-21 00:00:00,,
SUPER 10 OU 200,66802,3306692,703390983,2021-12-29 00:00:00,2022-01-19 00:00:00,2022-01-20 00:00:00,,
VEGAS,63302,4289460,703107173,2021-10-22 00:00:00,2022-01-19 00:00:00,2022-01-31 00:00:00,,
X20,63705,3338786,703390984,2021-12-29 00:00:00,2022-01-19 00:00:00,2022-01-21 00:00:00,,
A PRENDRE OU A LAISSER,70301,1168201,800115430,2021-11-19 00:00:00,2022-01-17 00:00:00,2022-01-21 00:00:00,,
CASH,64806,2868181,703390984,2021-12-29 00:00:00,2022-01-17 00:00:00,2022-01-20 00:00:00,,
Coup Double,88801,1544725,703443864,2022-01-12 00:00:00,2022-01-17 00:00:00,2022-01-22 00:00:00,,
JACKPOT,65902,4378757,703443864,2022-01-12 00:00:00,2022-01-17 00:00:00,2022-01-18 00:00:00,,
MEGA MOTS CROISÉS,67401,3095812,703210055,2021-11-19 00:00:00,2022-01-17 00:00:00,2022-01-21 00:00:00,,
SUPER 10 OU 200,66802,3306675,703390983,2021-12-29 00:00:00,2022-01-17 00:00:00,2022-01-18 00:00:00,,
SUPER 10 OU 200,66802,3306691,703390983,2021-12-29 00:00:00,2022-01-17 00:00:00,2022-01-18 00:00:00,,
X20,63705,3338736,703390984,2021-12-29 00:00:00,2022-01-17 00:00:00,2022-01-18 00:00:00,,
X20,63705,3338785,703390984,2021-12-29 00:00:00,2022-01-17 00:00:00,2022-01-18 00:00:00,,
CASH,64806,2868177,703390984,2021-12-29 00:00:00,2022-01-16 00:00:00,2022-01-18 00:00:00,,
MAXI MOTS CROISÉS,67301,2741487,703390983,2021-12-29 00:00:00,2022-01-16 00:00:00,2022-01-18 00:00:00,,
MILLIONNAIRE,67101,4564128,703210055,2021-11-19 00:00:00,2022-01-16 00:00:00,2022-01-22 00:00:00,,
SUPER 10 OU 200,66802,3306654,703390983,2021-12-29 00:00:00,2022-01-16 00:00:00,2022-01-17 00:00:00,,
SUPER 10 OU 200,66802,3306655,703390983,2021-12-29 00:00:00,2022-01-16 00:00:00,2022-01-17 00:00:00,,
SUPER 10 OU 200,66802,3306673,703390983,2021-12-29 00:00:00,2022-01-16 00:00:00,2022-01-17 00:00:00,,
SUPER 10 OU 200,66802,3306674,703390983,2021-12-29 00:00:00,2022-01-16 00:00:00,2022-01-17 00:00:00,,
CASH,64806,2868175,703390984,2021-12-29 00:00:00,2022-01-15 00:00:00,2022-01-16 00:00:00,,
CASH,64806,2868176,703390984,2021-12-29 00:00:00,2022-01-15 00:00:00,2022-01-16 00:00:00,,
GOAL,65401,4213942,703344873,2021-12-17 00:00:00,2022-01-15 00:00:00,2022-02-03 00:00:00,,
JACKPOT,65902,2689745,703390983,2021-12-29 00:00:00,2022-01-15 00:00:00,2022-01-16 00:00:00,,
JACKPOT,65902,2689752,703390983,2021-12-29 00:00:00,2022-01-15 00:00:00,2022-01-17 00:00:00,,
MAXI MOTS CROISÉS,67301,2741486,703390983,2021-12-29 00:00:00,2022-01-15 00:00:00,2022-01-17 00:00:00,,
MEGA MOTS CROISÉS,67401,3095674,703210055,2021-11-19 00:00:00,2022-01-15 00:00:00,2022-01-17 00:00:00,,
SUPER 10 OU 200,66802,3306645,703390983,2021-12-29 00:00:00,2022-01-15 00:00:00,2022-01-16 00:00:00,,
SUPER 10 OU 200,66802,3306652,703390983,2021-12-29 00:00:00,2022-01-15 00:00:00,2022-01-16 00:00:00,,
SUPER 10 OU 200,66802,3306653,703390983,2021-12-29 00:00:00,2022-01-15 00:00:00,2022-01-16 00:00:00,,
X20,63705,3338733,703390984,2021-12-29 00:00:00,2022-01-15 00:00:00,2022-01-16 00:00:00,,
X20,63705,3338734,703390984,2021-12-29 00:00:00,2022-01-15 00:00:00,2022-01-16 00:00:00,,
X20,63705,3338735,703390984,2021-12-29 00:00:00,2022-01-15 00:00:00,2022-01-17 00:00:00,,
BARAKA,14101,236348,703344873,2021-12-17 00:00:00,2022-01-14 00:00:00,2022-01-16 00:00:00,,
CASH,64806,2868157,703390984,2021-12-29 00:00:00,2022-01-14 00:00:00,2022-01-15 00:00:00,,
CASH,64806,2868174,703390984,2021-12-29 00:00:00,2022-01-14 00:00:00,2022-01-16 00:00:00,,
MAXI MOTS CROISÉS,67301,2741482,703390983,2021-12-29 00:00:00,2022-01-14 00:00:00,2022-01-16 00:00:00,,
SUPER 10 OU 200,66802,3306642,703390983,2021-12-29 00:00:00,2022-01-14 00:00:00,2022-01-15 00:00:00,,
X20,63705,3338730,703390984,2021-12-29 00:00:00,2022-01-14 00:00:00,2022-01-15 00:00:00,,
X20,63705,3338732,703390984,2021-12-29 00:00:00,2022-01-14 00:00:00,2022-01-16 00:00:00,,
CASH,64806,2868156,703390984,2021-12-29 00:00:00,2022-01-13 00:00:00,2022-01-15 00:00:00,,
JACKPOT,65902,2689734,703390983,2021-12-29 00:00:00,2022-01-13 00:00:00,2022-01-15 00:00:00,,
MAXI MOTS CROISÉS,67301,2741481,703390983,2021-12-29 00:00:00,2022-01-13 00:00:00,2022-01-14 00:00:00,,
MEGA GOAL,69901,1214504,702763088,2021-07-30 00:00:00,2022-01-13 00:00:00,2022-01-15 00:00:00,,
MOTS CROISÉS,67501,2645113,703344873,2021-12-17 00:00:00,2022-01-13 00:00:00,2022-01-17 00:00:00,,
SUPER 10 OU 200,66802,3305855,703390983,2021-12-29 00:00:00,2022-01-13 00:00:00,2022-01-15 00:00:00,,
X20,63705,3338729,703390984,2021-12-29 00:00:00,2022-01-13 00:00:00,2022-01-14 00:00:00,,
CASH,64806,2868151,703390984,2021-12-29 00:00:00,2022-01-12 00:00:00,2022-01-14 00:00:00,,
Coup Double,88801,1544724,703443864,2022-01-12 00:00:00,2022-01-12 00:00:00,2022-01-14 00:00:00,,
MEGA MOTS CROISÉS,67401,3095673,703210055,2021-11-19 00:00:00,2022-01-12 00:00:00,2022-01-15 00:00:00,,
SUPER 10 OU 200,66802,3305854,703390983,2021-12-29 00:00:00,2022-01-12 00:00:00,2022-01-13 00:00:00,,
X10,63802,3836767,703024533,2021-10-01 00:00:00,2022-01-12 00:00:00,2022-02-04 00:00:00,,
X20,63705,3338728,703390984,2021-12-29 00:00:00,2022-01-12 00:00:00,2022-01-14 00:00:00,,
CASH,64806,2868148,703390984,2021-12-29 00:00:00,2022-01-10 00:00:00,2022-01-13 00:00:00,,
CASH,64806,2868149,703390984,2021-12-29 00:00:00,2022-01-10 00:00:00,2022-01-11 00:00:00,,
JACKPOT,65902,2689727,703390983,2021-12-29 00:00:00,2022-01-10 00:00:00,2022-01-13 00:00:00,,
MAXI MOTS CROISÉS,67301,2741476,703390983,2021-12-29 00:00:00,2022-01-10 00:00:00,2022-01-13 00:00:00,,
MEGA MOTS CROISÉS,67401,3095659,703210055,2021-11-19 00:00:00,2022-01-10 00:00:00,2022-01-11 00:00:00,,
SUPER 10 OU 200,66802,3305549,703390983,2021-12-29 00:00:00,2022-01-10 00:00:00,2022-01-11 00:00:00,,
SUPER 10 OU 200,66802,3305550,703390983,2021-12-29 00:00:00,2022-01-10 00:00:00,2022-01-11 00:00:00,,
SUPER 10 OU 200,66802,3305551,703390983,2021-12-29 00:00:00,2022-01-10 00:00:00,2022-01-11 00:00:00,,
SUPER 10 OU 200,66802,3305552,703390983,2021-12-29 00:00:00,2022-01-10 00:00:00,2022-01-11 00:00:00,,
X20,63705,3338727,703390984,2021-12-29 00:00:00,2022-01-10 00:00:00,2022-01-13 00:00:00,,
BARAKA,14101,236347,703344873,2021-12-17 00:00:00,2022-01-09 00:00:00,2022-01-11 00:00:00,,
MAXI MOTS CROISÉS,67301,2741475,703390983,2021-12-29 00:00:00,2022-01-09 00:00:00,2022-01-11 00:00:00,,
SUPER 10 OU 200,66802,5171529,703344872,2021-12-17 00:00:00,2022-01-09 00:00:00,2022-01-10 00:00:00,,
CASH,64806,2868147,703390984,2021-12-29 00:00:00,2022-01-08 00:00:00,2022-01-10 00:00:00,,
JACKPOT,65902,2689726,703390983,2021-12-29 00:00:00,2022-01-08 00:00:00,2022-01-11 00:00:00,,
MOTS CROISÉS,67501,2645108,703344873,2021-12-17 00:00:00,2022-01-08 00:00:00,2022-01-11 00:00:00,,
SUPER 10 OU 200,66802,5171525,703344872,2021-12-17 00:00:00,2022-01-08 00:00:00,2022-01-09 00:00:00,,
SUPER 10 OU 200,66802,5171527,703344872,2021-12-17 00:00:00,2022-01-08 00:00:00,2022-01-09 00:00:00,,
SUPER 10 OU 200,66802,5171528,703344872,2021-12-17 00:00:00,2022-01-08 00:00:00,2022-01-10 00:00:00,,
X20,63705,3338715,703390984,2021-12-29 00:00:00,2022-01-08 00:00:00,2022-01-11 00:00:00,,
A PRENDRE OU A LAISSER,70301,1168057,800115430,2021-11-19 00:00:00,2022-01-07 00:00:00,2022-01-11 00:00:00,,
BARAKA,14101,230770,703344873,2021-12-17 00:00:00,2022-01-07 00:00:00,2022-01-09 00:00:00,,
CASH,64806,2868144,703390984,2021-12-29 00:00:00,2022-01-07 00:00:00,2022-01-08 00:00:00,,
CASH,64806,2868145,703390984,2021-12-29 00:00:00,2022-01-07 00:00:00,2022-01-09 00:00:00,,
Coup Double,88801,1573729,703390985,2021-12-29 00:00:00,2022-01-07 00:00:00,2022-01-11 00:00:00,,
JACKPOT,65902,2688723,703390983,2021-12-29 00:00:00,2022-01-07 00:00:00,2022-01-09 00:00:00,,
MAXI MOTS CROISÉS,67301,2406598,703344872,2021-12-17 00:00:00,2022-01-07 00:00:00,2022-01-08 00:00:00,,
MAXI MOTS CROISÉS,67301,2406647,703344873,2021-12-17 00:00:00,2022-01-07 00:00:00,2022-01-09 00:00:00,,
SUPER 10 OU 200,66802,5171524,703344872,2021-12-17 00:00:00,2022-01-07 00:00:00,2022-01-08 00:00:00,,
X20,63705,3338713,703390984,2021-12-29 00:00:00,2022-01-07 00:00:00,2022-01-08 00:00:00,,
X20,63705,3338714,703390984,2021-12-29 00:00:00,2022-01-07 00:00:00,2022-01-09 00:00:00,,
CASH,64806,2868143,703390984,2021-12-29 00:00:00,2022-01-06 00:00:00,2022-01-07 00:00:00,,
JACKPOT,65902,2688712,703390983,2021-12-29 00:00:00,2022-01-06 00:00:00,2022-01-08 00:00:00,,
MAXI MOTS CROISÉS,67301,2406589,703344872,2021-12-17 00:00:00,2022-01-06 00:00:00,2022-01-07 00:00:00,,
MAXI MOTS CROISÉS,67301,2406595,703344872,2021-12-17 00:00:00,2022-01-06 00:00:00,2022-01-08 00:00:00,,
MEGA MOTS CROISÉS,67401,3095658,703210055,2021-11-19 00:00:00,2022-01-06 00:00:00,2022-01-08 00:00:00,,
MILLIONNAIRE,67101,4562663,703210055,2021-11-19 00:00:00,2022-01-06 00:00:00,2022-01-16 00:00:00,,
SUPER 10 OU 200,66802,3306643,703390983,2021-12-29 00:00:00,2022-01-06 00:00:00,2022-01-07 00:00:00,,
SUPER 10 OU 200,66802,3306644,703390983,2021-12-29 00:00:00,2022-01-06 00:00:00,2022-01-08 00:00:00,,
X20,63705,3338190,703390984,2021-12-29 00:00:00,2022-01-06 00:00:00,2022-01-07 00:00:00,,
X20,63705,3338191,703390984,2021-12-29 00:00:00,2022-01-06 00:00:00,2022-01-07 00:00:00,,
ASTRO,66402,88697,702921692,2021-09-08 00:00:00,2022-01-05 00:00:00,2022-01-31 00:00:00,,
BARAKA,14101,230769,703344873,2021-12-17 00:00:00,2022-01-05 00:00:00,2022-01-07 00:00:00,,
BINGO,69601,981593,703037275,2021-10-06 00:00:00,2022-01-05 00:00:00,2022-01-14 00:00:00,,
CASH,64806,2868139,703390984,2021-12-29 00:00:00,2022-01-05 00:00:00,2022-01-07 00:00:00,,
CASH,64806,2868146,703390984,2021-12-29 00:00:00,2022-01-05 00:00:00,2022-01-06 00:00:00,,
MAXI MOTS CROISÉS,67301,2406576,703344872,2021-12-17 00:00:00,2022-01-05 00:00:00,2022-01-06 00:00:00,,
MAXI MOTS CROISÉS,67301,2406583,703344872,2021-12-17 00:00:00,2022-01-05 00:00:00,2022-01-07 00:00:00,,
MEGA MOTS CROISÉS,67401,3095645,703210055,2021-11-19 00:00:00,2022-01-05 00:00:00,2022-01-06 00:00:00,,
MEGA MOTS CROISÉS,67401,3095646,703210055,2021-11-19 00:00:00,2022-01-05 00:00:00,2022-01-07 00:00:00,,
SUPER 10 OU 200,66802,5171518,703344872,2021-12-17 00:00:00,2022-01-05 00:00:00,2022-01-06 00:00:00,,
SUPER 10 OU 200,66802,5171523,703344872,2021-12-17 00:00:00,2022-01-05 00:00:00,2022-01-06 00:00:00,,
X20,63705,3338132,703390984,2021-12-29 00:00:00,2022-01-05 00:00:00,2022-01-07 00:00:00,,
BARAKA,14101,230768,703344873,2021-12-17 00:00:00,2022-01-03 00:00:00,2022-01-04 00:00:00,,
CASH,64806,1539466,703344873,2021-12-17 00:00:00,2022-01-03 00:00:00,2022-01-04 00:00:00,,
JACKPOT,65902,4209077,703344873,2021-12-17 00:00:00,2022-01-03 00:00:00,2022-01-06 00:00:00,,
LUCKY PASS ILLIKO,89301,69003,702989429,2021-09-24 00:00:00,2022-01-03 00:00:00,2022-02-24 00:00:00,,
MAXI MOTS CROISÉS,67301,2406371,703344872,2021-12-17 00:00:00,2022-01-03 00:00:00,2022-01-04 00:00:00,,
MAXI MOTS CROISÉS,67301,2406575,703344872,2021-12-17 00:00:00,2022-01-03 00:00:00,2022-01-06 00:00:00,,
MOTS CROISÉS,67501,2252974,703210056,2021-11-19 00:00:00,2022-01-03 00:00:00,2022-01-07 00:00:00,,
SOLITAIRE,67202,1949368,703107172,2021-10-22 00:00:00,2022-01-03 00:00:00,2022-01-16 00:00:00,,
SUPER 10 OU 200,66802,5171516,703344872,2021-12-17 00:00:00,2022-01-03 00:00:00,2022-01-04 00:00:00,,
SUPER 10 OU 200,66802,5171517,703344872,2021-12-17 00:00:00,2022-01-03 00:00:00,2022-01-04 00:00:00,,
X20,63705,3338122,703390984,2021-12-29 00:00:00,2022-01-03 00:00:00,2022-01-06 00:00:00,,
CASH,64806,1539389,703344873,2021-12-17 00:00:00,2022-01-02 00:00:00,2022-01-03 00:00:00,,
JACKPOT,65902,4209076,703344873,2021-12-17 00:00:00,2022-01-02 00:00:00,2022-01-03 00:00:00,,
MEGA GOAL,69901,1367693,703107173,2021-10-22 00:00:00,2022-01-02 00:00:00,2022-01-07 00:00:00,,
MEGA MOTS CROISÉS,67401,3095644,703210055,2021-11-19 00:00:00,2022-01-02 00:00:00,2022-01-04 00:00:00,,
MILLIONNAIRE,67101,4562654,703210055,2021-11-19 00:00:00,2022-01-02 00:00:00,2022-01-07 00:00:00,,
PACTOLE,63903,2224224,703210056,2021-11-19 00:00:00,2022-01-02 00:00:00,2022-01-09 00:00:00,,
SUPER 10 OU 200,66802,5171515,703344872,2021-12-17 00:00:00,2022-01-02 00:00:00,2022-01-03 00:00:00,,
X20,63705,3337561,703390984,2021-12-29 00:00:00,2022-01-02 00:00:00,2022-01-03 00:00:00,,
X20,63705,3337566,703390984,2021-12-29 00:00:00,2022-01-02 00:00:00,2022-01-04 00:00:00,,
A PRENDRE OU A LAISSER,70301,1168056,800115430,2021-11-19 00:00:00,2021-12-31 00:00:00,2022-01-06 00:00:00,,
CASH,64806,1539382,703344873,2021-12-17 00:00:00,2021-12-31 00:00:00,2022-01-01 00:00:00,,
Coup Double,88801,1573716,703390985,2021-12-29 00:00:00,2021-12-31 00:00:00,2022-01-06 00:00:00,,
GOAL,65401,3936307,703107173,2021-10-22 00:00:00,2021-12-31 00:00:00,2022-01-11 00:00:00,,
JACKPOT,65902,4209069,703344873,2021-12-17 00:00:00,2021-12-31 00:00:00,2022-01-01 00:00:00,,
